Movie_N,Genre,Review,Stars
Bill & Ted's Excellent Adventure,"['Adventure', 'Comedy', 'Music', 'Romance', 'Sci-Fi']","When Bill And Ted's Excellent Adventure became the surprise hit of 1989, it made a star of everyone's favorite Lebanese-Canadian-U.S. rock 'n rolling actor, Keanu Reeves, who is one of the top stars at the box office today and one of the few likeable people in Tinseltown. It seems that he still carries a bit of Theodore ""Ted"" Logan in all his movies.",8
Bill & Ted's Excellent Adventure,"['Adventure', 'Comedy', 'Music', 'Romance', 'Sci-Fi']","He and Alex Winter (an indie film dynamo) play Bill and Ted, a couple of 80's California dudes who want to start their own rock band (Wyld Stallyons). However, both are flunking in high school and will be expelled unless they get an A+ in history. To make matters worse, Ted will be sent to the military by his father, therefore squashing their dreams of rock stardom. Enter Rufus (George Carlin), a man from the future who plays Clarence to the boys George (shades of It's A Wonderful Life) who gives them a telephone booth. With it, they decide to use it to collect great historical figures and bring them to San Dimas, California to show them how mankind has evolved.",10
Bill & Ted's Excellent Adventure,"['Adventure', 'Comedy', 'Music', 'Romance', 'Sci-Fi']","Surprisingly, the film holds up today. Bill and Ted are truly likeable boneheads and both Reeves and Winter deliver fine performances. Carlin is funny in his appearances, showing that he doesn't need trash-talk to be entertaining. The dialogue is truly amusing, probably because no one talks like that any more. The only weakness is that it's an 80's film, so if you didn't grow up in that era, you might not understand why there's music playing throughout the film, or why everyone looks and dresses so weird (yes, that's how everyone looked in the 1980's). The DVD version is quite nice, but it only has a trailer as a bonus. Still, a must watch, and much better than all the copycat films (including the horrible Dude, Where's My Car?). Party On!",7
Bill & Ted's Excellent Adventure,"['Adventure', 'Comedy', 'Music', 'Romance', 'Sci-Fi']","Despite the success of such films as ""Speed"" and ""The Matrix"" trilogy, to a lot of people, Keanu Reeves will ALWAYS be Ted, the taller, darker half of the Bill & Ted duo. And it would seem that Ted, of all Reeves many characters, is possibly the only one where he really seemed to have put himself into the role and felt like a natural.",6
Bill & Ted's Excellent Adventure,"['Adventure', 'Comedy', 'Music', 'Romance', 'Sci-Fi']","One of the great dopey dude slacker classics, the title characters Bill (Alex Winter) and Ted (the aforementioned Reeves) are a pair of aspiring musicians, the Wild Stallions, who are in danger of being both separated if Ted can't pull up a good enough grade (which = military school) and flunking history class in general. But since they are destined to be ""the 2 Great Ones"" who's music will unite the Earth and even alien races together in universal harmony, the most excellent dude Rufus (George Carlin) shows up and gives them a time traveling phone booth to help them pass their history class by bringing back real historical figures like Billy the Kid, Abraham Lincoln, Napoleon, Joan of Ark and what not. Now all they have to do is keep them from getting separated and jailed before they have to pass history! Along the way, Bill & Ted also fall in love with two sexy virgin princesses from the medieval circa.",8
Bill & Ted's Excellent Adventure,"['Adventure', 'Comedy', 'Music', 'Romance', 'Sci-Fi']","Yeah it's not great cinema, but it's a fun romp of slacker dude madness thanks to the energy and enthusiasm of Alex Winter and Keanu Reeves as the title characters.",7
Bill & Ted's Excellent Adventure,"['Adventure', 'Comedy', 'Music', 'Romance', 'Sci-Fi']","Followed by ""Bill & Ted's Bogus Journey"".",8
Bill & Ted's Excellent Adventure,"['Adventure', 'Comedy', 'Music', 'Romance', 'Sci-Fi']","This movie rules. Am I afraid to admit it? Nope, 'cause it's the truth! I know by reading some of my reviews I sound like some stuffy person who doesn't like any fluffy comedies or unintelligent humor, but that's not always the case. Yes, there are good fluffy comedies that promise a really fun watch.",10
Bill & Ted's Excellent Adventure,"['Adventure', 'Comedy', 'Music', 'Romance', 'Sci-Fi']","I can't even count how many times I've seen this movie, but somehow it never gets old. 'Bill and Ted' is of course NOT a great movie, but it never pretends to be one, and I guess that's why I like it so much. ",7
Bill & Ted's Excellent Adventure,"['Adventure', 'Comedy', 'Music', 'Romance', 'Sci-Fi']","I've always had a huge fascination with the idea of time travel (why else would I love 'Back to the Future' so much?), and this movie actually makes it look really, really fun. Not to mention that Bill and Ted's mispronunciation of the historical figures' names (""So-crates!"") makes it all the more hilarious.",9
Bill & Ted's Excellent Adventure,"['Adventure', 'Comedy', 'Music', 'Romance', 'Sci-Fi']",Did I mention that Rufus is totally awesome? No? Well go ahead and kick me in the face!,9
Bill & Ted's Excellent Adventure,"['Adventure', 'Comedy', 'Music', 'Romance', 'Sci-Fi']","Any idiot can sit down and spend four or seven years of his life writing out his ""masterpiece."" You do some research, you do some hard work, you get a little help from friends and family, and you get it done. But, it takes a true writing genius (or geniuses, in this case) to create something as original as ""Bill & Ted's Excellent Adventure."" The ingenuity of the movie can even be seen in its delightful tagline: ""History is about to be re-written by two guys who can't spell."" This tagline is both simple and clever, while being both corny and slightly comical. Like ""Real Genius,"" this film utilizes ideas from both the highest form of screenwriting while still delving into the lowest common denominator, somehow doing both at the same time. For instance, to perfectly grasp the concept of Bill and Ted's ""lingo,"" one would truly have to stoop to the lowest rung of the intelligence level. But, with such ingenius ideas as having Bill and Ted meet each other in the beginning of the film, then later finding themselves, allowing the audience to gain insight on what happened in the past is just a stroke of cinematic brilliance. And the running gag about ""when the Mongols conquered China"" was one of the many cherries on the cake. Even some of the background comments (after being told he's ""too tall, man"" making the phone booth even more crowded, Lincoln responds: ""That's how I'm built."") Any movie where Genghis Kahn is tempted to come into a phone booth by a Twinkie has to be something special. If only production companies and filmmakers would take a chance on something as original as a time travelling phone booth carrying two idiots on the course to better the future, the public could finally go back to watching movies in theaters again.",9
Bill & Ted's Excellent Adventure,"['Adventure', 'Comedy', 'Music', 'Romance', 'Sci-Fi']","WOW.  Talk about a childhood classic!  Bill and Ted first surfaced when I was nine years old.  Those were the days...I don't know how many times my best friend and I watched this one, but it must have been every day during our third grade year.  I've watched it countless times after that and it has yet to lose its charm.  When Bill and Ted's Bogus Journey came out a couple of years later, the process repeated itself.  These are two movies about a couple of (seemingly) burn-out teens who don't take drugs, which leads one to the conclusion that they were just born idiots.  Thing is, just by being stupid, everything seems to happen right for them wherever they go, thanks to good ole Rufus (George ""the king"" Carlan).  ",10
Bill & Ted's Excellent Adventure,"['Adventure', 'Comedy', 'Music', 'Romance', 'Sci-Fi']","Excellent Adventure starts with our idiot duo, doing what they do; jamming out in the garage (on guitars they can't play) and talking nonstop about how someday, somehow, their band ""Wyld Stalyns"" will open for Iron Maiden.  When their dream is threatened by the reality that they are flunking out in history, things take a turn.  What it all boils down to is that they need to have a badass history report or they're both going to flunk out and Ted will be sent to military school by his mean, police officer dad. ",7
Bill & Ted's Excellent Adventure,"['Adventure', 'Comedy', 'Music', 'Romance', 'Sci-Fi']","
This is where Rufus comes in.  He shows up in a time machine (in the form of a phone booth) and claims to have all the answers to their problems.  The time machine is just what they need for their history report so it's ""back in time we go"", to capture historically significant figures (Socrates, Napolean, Billy the Kid, Joan of Arc, Abe Lincoln, etc.).  The fun never stops.  ",1
Suicide Squad,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']","My god, that was AWFUL. Just random made-for-trailer tiny scenes that add to nothing, have zero depth and don't make up a coherent plot. Wall-to-wall inappropriate songs that come at random times. Boring plot (if you can even call it that), boring and indistinguishable flat characters. Harley Quinn was annoying. Jared Leto did his best as The Joker but had absolutely nothing to work with - he just appears at random times for a few seconds and disappears. There's no depth and no story. If you've seen the trailers, you basically saw all the one-liners and ""money shots"".",1
Suicide Squad,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']","If all that isn't enough, the last third of the movie is simply unwatchable.",6
Suicide Squad,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']","I don't think David Ayer is a bad director (I liked HARSH TIMES and FURY), but this is definitely his worst movie yet and I'm pretty sure it's due to massive pressure from the producers.",3
Suicide Squad,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",A film that utterly lacked any substance. There was promise at the beginning with a great opening introducing us to the anti-heroes which was awesome. And then.... Nothing? Stranded such a talented cast fighting comical looking goons and an anti-climax of a villian. The two stars are for Viola Davis and Margot Robbie who give their roles everything. Every other character is disposable and forgettable. And Jared Leto as the Joker? Lets say no more.,4
Suicide Squad,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']","Disappointment. That's actually far better than what I felt after watching this movie. I wanted to leave the cinema about 30 minutes before the end but that's against my personal policy so I tried plan B but found nothing to poke my eyes out so I watched, and cried...",1
Suicide Squad,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']","-First, where is Deadshot? No, because all I saw from start to end is goody Will Smith playing the good family guy, very far from the cold hearted hired assassin he is supposed to play.",2
Suicide Squad,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']","-Second, what was that false publicity? The Joker appeared a lot in the trailer but he has absolutely no purpose in this movie apart from being the background story of Harley Quinn. Really, you remove him, you get the same movie but with only half of the theatre full.",2
Suicide Squad,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']","-Third, while I'm on her, the guys who made this movie obviously didn't get the relationship between Harley and the Joker. The Joker don't give a damn about her, she is his tool, he can throw her from a bridge without a second thought while Harley has developed a serious Stockholm Syndrome toward him. In this movie they are all lovey-dovey, at the end of the movie I nearly expected to see them leave in a car with ""Just Married"" written on the back with a ""And they lived happily ever after.""",3
Suicide Squad,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']","-The first half of the movie is actually not that bad, the villains really look and act like villains most of the time but everything started to fall apart after Will Smith reunite his troops after they failed the mission the first time, each one of them just want to drop everything and leave but then Will Smith says they can't give up and of course all the bad guys listen to him because he is Will Smith (God?). That was when I did my first face-palm.",1
Suicide Squad,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']","-This movie is 50% Will Smith, 40% Harley Quinn, and 10% the others. Really, apart from the first two, the others are just background characters, to make a comparison, in Guardian of the galaxy, you got one hero but you know the background stories of every members of the team, and they get their fair share of screen time. In this movie, they just don't care.",5
Suicide Squad,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']","-The jokes, sorry... The ""jokes"", well, I think the quotes speaks for themselves. Sometimes it's funny, most of the times it's not and sometimes they even try to explain the joke you understand but don't find funny. I think Warner tried to be more funny and less dark in this movie after they got some bad reviews about Batman Vs Superman being too dark but that's just ridiculous, they remade some scenes to add jokes and sometimes it even breaks the action.",5
Suicide Squad,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']","-And while I'm on it, Batman vs Superman had an impact in the DC Universe, it starts with the consequences of what happened in Man of Steel and at the end of it, the world has changed. In this movie, there is no progression of the DC Universe, it feels more like one of those filler episode you don't want to watch in any series.",3
Suicide Squad,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']","-I won't talk about the end of this movie because, as a sadist, I want you to go watch this movie and suffer during the two hours needed to finally reach the end credits. Just know that the last minutes are actually way worse than the rest of the movie. Enjoy ;)",6
Suicide Squad,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']","Anyway, as a DC fan, I wanted to see Harley Quinn in a movie but certainly not in this one. I really, really, REALLY hope that Warner won't use this movie as a reference to make Justice League because if they do I'll have to formulate an official request to DC so they can let Marvel do their movies :D See you all in 2017.",1
Suicide Squad,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']","Trying to keep up with the plot of this movie is like chasing a moving train. Except even when you think you've caught up to it, you're not sure you want to get on board. ",6
Suicide Squad,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']","As someone who went into this movie with tempered expectations thanks to negative critical reviews, yet also hope it would have some redeeming moments due to the overall positive IMDb user reviews, I can honestly say that the critics may have won on this one. ",1
Suicide Squad,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']","Suicide Squad has a number of issues, but is not a total loss for comic book fans. The performances by the actors is not what stops this film from being a success, but it doesn't stop their characters from going in the wrong direction. ",1
Suicide Squad,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']","1. THE PLOT: The plot was pretty much a mess. This was a common complaint about the Batman V. Superman movie: the plot defied logic and had too much trivial sub-plot due to the amount of characters. Suicide Squad runs into a similar problem. I feel like they compensated logic to simply include scenes that would satisfy comic book fans, however it's at the sake of the film's success as a whole. Nothing is ever explained that you want explained. And somehow the movie is a confusing blend of predictable yet unclear. I found myself constantly asking ""Why wouldn't you just do____?"" ",1
Suicide Squad,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']","2. Not enough screen time for the other squad members: The rest of the squad (Other than Harley and Deadshot) are not fleshed out well. And the movie's feeble attempts to add background, dimension or complexity to the characters fails, with flashbacks and random monologues that don't elicit any sort of empathy from the viewer. I found myself easily not caring about the squad or its success at all. (Example in point 6)",6
Suicide Squad,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']","3. PACING: I think the attempts to flesh out the characters failed also because of the way the movie is paced. It's about 2 hours, yet feels like a 30 minute movie. Scenes jump around quickly and what they do choose to drag out (flashbacks amongst other things) may be fun to watch but is unnecessary. ",1
Suicide Squad,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']","3. Overuse of Music: A little more nit-picky, yet nonetheless something I noticed. Now I'm for every character having a cool theme, and soundtracks are great but... Suicide Squad utilizes loud, distracting, CONSTANT music... over dialogue, over key scenes.... music accompanies everything. Or at least that's what it felt like. Don't get me wrong sometimes it works. ",1
Suicide Squad,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']","4. THERE ARE NO STAKES INVOLVED WHEN YOU'RE FIGHTING MONSTERS MADE OF GOOP: I worried about the antagonists of this movie when I saw the trailers. None of the fight scenes have any real tension or meaning, because of the type of monsters they're fighting. Faceless, CGI, magical goop. ",1
Suicide Squad,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']","5. Uneven Dynamic of Power: This is a big issue I have with the movie. A lot of the characters seem extremely unnecessary and frankly misplaced, due to the disparity of power between all of them. In Batman V. Superman, people worried about how Batman would stand next to Superman, Wonder Woman and Apocalypse. In Suicide Squad it just felt wrong that a girl with bat and a guy with a boomerang were even within two feet of a guy who can breathe fire and a woman who can tear a hole in the sky. You simply don't believe Harley, for example, is needed in the group, which throws the logic of the film out of wack. Or that her bat can rip apart monsters, when Waller's bullets don't pierce them or Katana's sword. Not sure if this is a popular opinion, but the thought definitely occurred to me. ",2
Suicide Squad,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']","6. Katana : Out of all the characters in this movie, Katana's character was the biggest wasted opportunity (Boomerang is a close runner up). I'm not too familiar with her character in the comics, but I've looked up a couple strips and she's speaking English. THEY FREAKING SUBTITLE HER IN THE MOVIE. She can't even communicate with the damn squad. She could have been a character that could bond with them and be pretty cool, but she's reduced to a non-English speaking, body guard. And the film's attempts to humanize her couldn't be more ineffective. I had hoped this character would be utilized stronger and better.",1
Suicide Squad,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']","7. The Joker : I never thought I'd say this in my lifetime, but this film should not have included the Joker. He should have full gotten his own movie or only been in certain scenes. Jared Leto does a great job, and he's definitely a scene stealer. In fact, I could see people leaving this movie thinking he was the best part or the only redeeming quality (Which in my mind is actually Will Smith), but I did enjoy watching the Joker. But his appearances made no sense in the context of the plot and felt fairly forced and random. I was expecting complex schemes from him or maybe an interesting sub plot, but that's not what I got from the movie.",2
Captain Marvel,"['Action', 'Adventure', 'Sci-Fi']","CGI and over power doesn't make a good film. It was like Marvel version of justice league. She could just fly through whatever she wants to destory. There wasn't any display of fight IQ or heart, something you see in Captain America or Iron Man. Just a girl who won the ""over power"" lottery without any character depth.",1
Captain Marvel,"['Action', 'Adventure', 'Sci-Fi']","This film
",1
Captain Marvel,"['Action', 'Adventure', 'Sci-Fi']","Captain marvel doesn't have any impact in the Endgame movie. With or without her it won't change a bit. So...
And it's not a good movie anyway.",1
Captain Marvel,"['Action', 'Adventure', 'Sci-Fi']","I've liked Brie Larson in other films, but she showed ZERO range in this. When your main character in a superhero movie is unwatchable, you already have a problem. In addition, Captain Marvel has no weaknesses, which kills the tension immediately. There is no point at which you feel she is in any danger of losing, or any danger at all for that matter.",4
Captain Marvel,"['Action', 'Adventure', 'Sci-Fi']","It's an OK origin story, but it makes no sense as to WHY she's supposedly so powerful.",3
Captain Marvel,"['Action', 'Adventure', 'Sci-Fi']",The cat was good.,1
Captain Marvel,"['Action', 'Adventure', 'Sci-Fi']","I am a Marvel fan. I go see all the movies, then buy the blu-rays. I have character statues, posters and have read the comics including Captain Marvel. There is a reason people become fans of certain things, and those things done well over time generate more fans until it becomes a ""Juggernaut"" like the MCU has. I fear that it's not unstoppable however, as the sub-par Captain Marvel has painfully illustrated. The movie is a pastiche of poorly written scenes with a bit of uninspired action sprinkled here and there with barely any plot at all. Carol Danvers has no character development whatsoever, no adversity to overcome besides amnesia and no villain to fight. I know there are people saying they like this movie, but I feel like they either aren't being honest or they like it for personal reasons that are not present in the movie. Objectively speaking, in terms of the technical aspects of storytelling, Captain Marvel just isn't effective. Subjectively, I was bored the entire time and the nostalgia parts made me feel as though JJ Abrams was poking me in the ribs asking me if I 'member the 90's. Yes. Yes I do.
And for the record, people are criticizing this movie because it was bad, not because they ""haaaate the wooomans!"" Dismissing legitimate criticisms using this tactic will not produce better films, which is the only thing most people want. The problem is that they built the movie around the idea of ""strong woman"" and promoted it as an identity film, so when the movie ends up being bad some people rush to defend it because they don't want the IDEA to fail. The movie itself is secondary - just a vehicle to slap their bumper stickers on, which is a real shame because this could have been a great addition to the MCU. I hope they learn something from this, but from what I've heard it appears that Marvel actually plans to escalate the identity politics in the next phase which would be an absolute disaster for them. When pointing to the box office as a defense for how ""good"" Captain Marvel was, just remember that tons of paying customers didn't like it at all.",1
Captain Marvel,"['Action', 'Adventure', 'Sci-Fi']","Over-hyped and very underwhelming and sadly ranks alongside ""the Incredible Hulk"" in the otherwise incredible MCU. Does not bode well for Avengers: Endgame and Phase 4 if this is the path Marvel is going down",1
Captain Marvel,"['Action', 'Adventure', 'Sci-Fi']","Boring storyline with so poor script writing.
Feel asleep during this film.. Marvel, whatever you doing, please stop and take a bit more time into the thought process of what could of been a great movie.",1
Captain Marvel,"['Action', 'Adventure', 'Sci-Fi']","Her performance was forced, uninspiring and flat! Not looking forward to the next movie with ""her"" in it....",4
Captain Marvel,"['Action', 'Adventure', 'Sci-Fi']","I REALLY, REALLY wanted to love this movie, but it just didn't do it for me at all. I don't want to run it for others, but WHAT THE HELL was in the studios/producer/writers/ and casting directors Kool Aid? First Ant Man and the Wasp and now you lay this poop on us? I watched it because I'm a Marvel Fan and didn't want to miss any juicy details leading up to End Game, but no, just no. You're better off streaming it online and saving your money. Maybe then Disney will get their act together.",1
Captain Marvel,"['Action', 'Adventure', 'Sci-Fi']","I was left with the general feeling, that ""Captain Marvel"" is a major disappointment.",4
Captain Marvel,"['Action', 'Adventure', 'Sci-Fi']","First of all, there is a good story here somewhere, but it's just not well told, and there's too much of it crammed within about 115 minutes. The movie is fast-paced, but never really works, because the pacing is flat and timing is off. Aesthetically, ""Captain Marvel"" has been processed through the same ""Marvel filter"" as the rest of them. Dull. The filmmakers (indie directors of the great ""Half Nelson"") have given absolutely no attention to the music: the score is completely forgettable as are the 90's songs.",1
Captain Marvel,"['Action', 'Adventure', 'Sci-Fi']","As for the themes, the MGTOW people are going to have a field day with ""Captain Marvel's"" less than subtle ""feminist agenda"". I'm putting that in quotations, because it's more accurately described as simply female agenda. Which is absolutely fine and commendable; the problem is the infantile in-your-face way the filmmakers address the theme. The movie is set in the year 1995, and it really feels made for that year's audience. ""Captain Marvel"" lacks a fresh perspective. And, by the way, any fans of ""Buffy, The Vampire Slayer"" will immediately recognise one pivotal scene lifted from a truly powerful scene in the series finale. In any case, Carol Danvers of the comics was always a decidedly feminist character, so this shouldn't cause any waves. What's lacking, is Carol's wide array of problems: her character history in the comics is one of the craziest in the Marvel universe (which is saying something.). Movie's much simpler.",2
Captain Marvel,"['Action', 'Adventure', 'Sci-Fi']","The biggest disappointment, however, is the resourceful Brie Larson. She's just off. I don't know what happened, but the brilliant actress from ""Room"" is nowhere to be seen. She was just the wrong choice, I guess. Still, I'm surprised by her lackluster-ness. The cast isn't great, anyways, but at least Samuel L. Jackson and Ben Mendelsohn seem to be having fun.",2
Captain Marvel,"['Action', 'Adventure', 'Sci-Fi']","Unlike me, for the most part.",4
Captain Marvel,"['Action', 'Adventure', 'Sci-Fi']","The wife wanted to see it and im a Marvel fan so I thought it would be a good idea to watch it for a date night. Long story short, we both left the theater disappointed. Acting, story, and flow sucked.",8
Captain Marvel,"['Action', 'Adventure', 'Sci-Fi']","I live in Indonesia, and I've just seen it since it aired today. The action scenes are good, the de-aging of early SHIELD Agents are great. I can't really notice in seeing Fury. That's it. Those are the good things about this movie. Brie Larson comes off as snobbish when she quips like Tony Stark, but became boring and unlikeable the more she does it. There are moments in the action scenes when it's all CGI that looks like it came from a PS3 game. Comedy is sub-par. Worth of nose exhale at least.",8
Captain Marvel,"['Action', 'Adventure', 'Sci-Fi']","To quote Laura Clifford, ""Captain Marvel is a boring mishmash of ideas from a score of other movies and franchises"".",5
Captain Marvel,"['Action', 'Adventure', 'Sci-Fi']","Bad acting, bad script, bad directing, just bad overall... seemed like I was watching some cliche movie made by a freshman in college with way too much money but not enough skills to pull it off.",1
Captain Marvel,"['Action', 'Adventure', 'Sci-Fi']","This is a very controversial Marvel film. Which seems to be a running trend with Disney films recently. The hype around this film seems to be very mixed, some want it to succeed and some want it to fail, and both sides seem to have these viewpoints due to various political reasons. There seems to be a lot of agendas involved. I do not have any stake in either side because I do not care about this kind of thing when it comes to film. I don't think it's fair to judge films from that perspective in a positive or negative way. In the same sense that I don't think it's fair to judge a film from a positive or negative perspective based on whether or not you like the actors involved. I don't care if films succeed or fail financially. Film is an art form to me and I just want to see films that are well-made by people who have a lot of passion for their craft.",3
Captain Marvel,"['Action', 'Adventure', 'Sci-Fi']","
To start with things I liked, there's some spurts of entertainment that come from this film. Some fun action scenes, the chemistry between Brie Larson and Samuel Jackson was very on point. The de-aging effects for Samuel Jackson and Clark Gregg were surprisingly great. The first act overall was relatively enjoyable, especially the opening action scene. The music/score was pretty good. And the cat was a fun addition. But overall the film was very bland and disappointing.",3
Captain Marvel,"['Action', 'Adventure', 'Sci-Fi']","
Honestly, I was hoping for better. To me a superhero movie needs to have an interesting story, well developed characters, and it needs to grab me and make me care about what's going on. This applies to film in general. One of the saddest things about this film that I was genuinely hoping I wouldn't have to say is that I don't think Brie Larson did a good job in this film. Brie Larson is an incredibly talented actress so I don't necessarily think she's to blame for that, it might have just been the poor material she was given to work with. As the film progresses she gets increasingly more stoic, and the film never showcases any emotion or vulnerability towards the character for some reason. And her character is given almost all backstory with too much exposition and very little depth. And at the same time there isn't enough given to make you care about her or any of the characters. Overall I don't think she fit the character, the performance was very wooden and uneven. Which is sad to say because you can tell how much passion she's giving towards this character.",6
Captain Marvel,"['Action', 'Adventure', 'Sci-Fi']","
The narrative is so scattered that she kind of gets lost in the shuffle & they forget to develop her character. Which was disappointing for me. The storytelling was very messy. This film is trying to be an origin story, a connecting piece to the past as well as to what's going on now, and a set up film for what's to come later. So the film kind of collapsed in on itself because it's trying to do too many things at once.",1
Captain Marvel,"['Action', 'Adventure', 'Sci-Fi']","
This honestly felt like Phase 1, which is not a good thing. That's not to say that Iron Man and The Avengers weren't good, it's just that this film feels a lot like the early Marvel films in the sense that it felt like they were still in an experimental phase. They were still trying to figure out what works and what doesn't work about their films. They've passed that point and they know what works by now so this film as well as all the other new ones should be progressive steps forward, and this film was definitely a gigantic step backwards.",1
Saving Private Ryan,"['Drama', 'War']",My grandfather fought in WW2 somehow surviving D-Day. He was apart of Operation Neptune and stormed the beaches of Normandy. He told us a lot of war stories but rarely ever spoke about that day. Before he passed away he did an interview with a local newspaper and detailed what he saw despite it being very difficult for him to speak about. He loved watching war movies... not sure exactly why. Some about that soldier life never really leaves them I guess. He absolutely hated Pearl Harbor cause of the horrible way they portray the military to be a bunch of toothbrush wielding babies who don't know what to do in the event of being attacked. He had a friend stationed there who lost his life and thinks that movie is a disgusting display of ignorance. Soldiers don't take girlfriends on private plane rides. And they most definitely know how to swim. Maybe I'll give that movie a good ripping one day.,10
Saving Private Ryan,"['Drama', 'War']","But Saving Private Ryan was a respectable ""I can't watch this"" reaction. He said no movie has come that close to capturing what that day was like. He said it was too realistic. Whether or not the story is based on real or fiction, that intro was 100% realistic. I'm not sure if he ever did finish watching it but he appreciated it for capturing that chaos like no other movie has before. I watched the movie a dozen times now and keep it in my collection as a reminder of my grandfather. A scene he was technically in. Which makes me appreciate how strong of a person he really is.",10
Saving Private Ryan,"['Drama', 'War']",War is hell and this movie not only shows that while being an entertaining experience but also captured what soldiers are left behind with. My grandfather was not afraid of anything. I've seen this man walk into a cellar full of black widows to get firewood and not even shake them off. The only time he ever experienced fear was when he went to bed. His nightmares of his time during the war would haunt him in his sleep. This movie helped me understand why.,10
Saving Private Ryan,"['Drama', 'War']","Possibly the most realistic depiction of gruesome war shown in film in Spielberg's yet another addition to his perfect films collection. I got emotional during the last scene in this film as it really makes you feel for the character. The story goes as Tom Hank's character is tasked to find and save the only Ryan brother as all of his other brothers are K.I.A. and Hank's performance as a soldier in World War 2 is possibly the most realistic as it shows the horrors that troops saw during the assaults. Matt Damon as Ryan is also very good as he was relatively young which adds to how young soldiers were sent to hell to fight the Japs. The last scene really hit the heart for me and creates the best emotional resonance. The incredible special effects really show the true gritty reality of war. This film is not like previous classic war movies such as Where Eagles Dare and The Guns of Navarone where they somewhat glorify being in war. Saving Private Ryan is among the greatest of Spielberg. Today, there have been similar gritty movies of war such as Fury and Hacksaw Ridge but for me, this is better than those. Overall, I highly recommend seeing this obviously take into count the lengthy running time but it is well worth it.",9
Saving Private Ryan,"['Drama', 'War']",The first 23 minutes of this film is rated at a 12.,10
Saving Private Ryan,"['Drama', 'War']","My good friend and I took our sons, 17 at the time, to see this in a theater. I am a senior military officer who experienced combat in 1967 - 68 - 69. We wanted the boys to see the horror of war, the slaughter.",10
Saving Private Ryan,"['Drama', 'War']",I have had to pack up the personal effects of my comrade to send back to his mother after he was killed in the Viet Nam war. Those of you who have not done this cannot even comprehend.,9
Saving Private Ryan,"['Drama', 'War']",After the opening combat scenes the film was an 8. Well done.,10
Saving Private Ryan,"['Drama', 'War']",War is hell and to those of us who have been there ... well I don't know what to say.,10
Saving Private Ryan,"['Drama', 'War']",Neither of our sons joined the military ... thank God.,9
Saving Private Ryan,"['Drama', 'War']",I know it's fashionable to trash successful movies but at least be honest about the trashing... Pvt. Ryan was fiction but it was pretty good HISTORICAL fiction. The details were well thought out and based on reality.,10
Saving Private Ryan,"['Drama', 'War']","There was nothing stupid about the portrayal of the German army... Rommel DID blunder in his placement of force, The high command DID think Calais was going to be the invasion spot, not Normandy. Hitler didn't wake up until noon on that day and his aides were afraid to wake him. The Rangers did come in right behind the first wave and did take a beach exit by sheer will to get the hell off the beach. The bluffs were the scene of heavy close fighting. The german defenders were mostly Eastern European conscripts from defeated areas. (note that the 2 men that tried to surrender were NOT speaking German). There WAS a young man rescued from interior Normandy after his brothers were all killed. He WAS an airborne trooper (the difference was that he was found by a chaplain and was removed from the front.)",10
Saving Private Ryan,"['Drama', 'War']","The battles inside Normandy were small actions town to town, street to street, house to house. Small actions like taking the radar station happened. Small actions like a handful of men defending a river bridge against odds happened. Small squads of men, formed out of the misdrops banded together ad hoc to fight. There were all enlisted groups and all officer groups. A General did die in the glider assault. FUBAR aptly described much of what happened that day.",10
Saving Private Ryan,"['Drama', 'War']","And there were only Americans in the movie because the Brits and Canadians were many klicks away in a different area... this was Omaha beach. The story was an American one. And Monty DID bog down the advance and everyone knew it. And as for ""American Stereotypes""... well those pretty much define America: my college roomie was a wise-ass New York Jew. My best friend was a second generation east coast Sicilian.  My college girlfriend was a third generation German. My first wife was French and English. I'm Irish, my boss is Norwegian and I work with a Navaho... you get the point?",10
